Q_ID	Skill_ID	Site_ID	Question_text_ru	Question_text_en	Answer	Fake_answer	Clue_ru	Clue_en	Video_url	Vid_ID	Vid_descr_local	Vid_guest_ID	Vid_channel_ID	Chapter_ID	Timestamp	a_en	a_ru	fa_en	fa_ru
83	1	1	Что изображено на фирменной футболке UI дизайнера?	What is shown on a UI designer's branded T-shirt?	Pixel (Пиксель)	Design-Owl (Дизайнер-елец)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Pixel	Пиксель	Design-Owl	Дизайнер-елец
84	1	1	Что должен сделать UI дизайнер, чтобы стать незаменимым?	What should a UI designer do to become indispensable?	Amaze (Удивить)	Website (Вебсайт)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Amaze	Удивить	Website	Вебсайт
85	1	1	Какой инструмент используется для создания магических эффектов в UI?	What tool is used to create magical effects in the UI?	Magic (Волшебство)	Suggest PowerPoint presentations (Предложить показы PowerPoint)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Magic	Волшебство	Suggest PowerPoint presentations	Предложить показы PowerPoint
86	1	1	Как называется учебное заведение, где учат UI дизайну?	What is the name of the school that teaches UI design?	School (Школа)	Photoshop (Фотошоп)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	School	Школа	Photoshop	Фотошоп
87	1	1	Какого животного боятся плохие UI элементы?	What animal are bad UI elements afraid of?	Elephants (Слоны)	University (Университет)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Elephants	Слоны	University	Университет
88	1	1	Что делает UI дизайнер, чтобы привнести живость в интерфейс?	What does a UI designer do to bring life to an interface?	Animations (Анимации)	Penguins (Пингвины)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Animations	Анимации	Penguins	Пингвины
89	1	1	Как называется протокол связи между UI и программистами?	What is the name of the communication protocol between UI and programmers?	Collaboration (Сотрудничество)	Magic (Магия)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Collaboration	Сотрудничество	Magic	Магия
90	1	1	Какой объект часто используют UI дизайнеры для демонстрации динамичных прототипов?	What object is often used by UI designers to demonstrate dynamic prototypes?	Phone (Телефон)	Territorial dispute (Территориальный спор)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Phone	Телефон	Territorial dispute	Территориальный спор
91	1	1	Что означает зеленая кнопка в UI дизайне?	What does the green button mean in UI design?	Go (Перейти)	Carousel (Карусель)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Go	Перейти	Carousel	Карусель
92	1	1	Что говорит UI элемент, когда застревает в процессе анимации?	What does a UI element say when it gets stuck in the animation process?	Help (Помощь)	Close (Закрыть)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Help	Помощь	Close	Закрыть
93	1	1	Что делают UI дизайнеры, чтобы сохранить вдохновение?	What do UI designers do to keep inspired?	Travel (Путешествуют)	Oops (Ой)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Travel	Путешествуют	Oops	Ой
94	1	1	Какой стиль интерфейса пользуется большой популярностью среди UI дизайнеров?	What interface style is most popular among UI designers?	Minimalism (Минимализм)	Meditation (Медитация)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Minimalism	Минимализм	Meditation	Медитация
95	1	1	Что происходит, когда UI дизайнер вносит неожиданные изменения в проект?	What happens when a UI designer makes unexpected changes to a project?	Surprise (Сюрприз)	Retro (Ретро)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Surprise	Сюрприз	Retro	Ретро
96	1	1	Какая фраза никогда не говорится UI дизайнеру?	What phrase is never said to a UI designer?	I like everything (Мне нравится все)	Panic (Паника)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	I like everything	Мне нравится все	Panic	Паника
97	1	1	Какой инструмент используется для измерения точности UI элементов?	What tool is used to measure the accuracy of UI elements?	Ruler (Линейка)	Can a page have 10 colors at once? (Может ли страница иметь 10 цветов одновременно?)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Ruler	Линейка	Can a page have 10 colors at once?	Может ли страница иметь 10 цветов одновременно?
98	1	1	Как происходит "связь душ" между UI дизайнером и программистом?	How does the "connection of souls" between UI designer and programmer take place?	Communication (Коммуникация)	Pen cap (Пробка от ручки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Communication	Коммуникация	Pen cap	Пробка от ручки
99	1	1	Что считается манной небесной для UI дизайнера?	What is considered manna from heaven for a UI designer?	Compliment (Комплимент)	Invisible thread (Невидимая нить)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Compliment	Комплимент	Invisible thread	Невидимая нить
100	1	1	Какая программа требуется для управления UI дизайнером?	What program is required to manage the UI designer?	Imagination (Фантазия)	New role in a movie (Новая роль в фильме)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Imagination	Фантазия	New role in a movie	Новая роль в фильме
101	1	1	Чем увлекается UI дизайнер во время перерыва?	What does a UI designer do during a break?	Smoke (Перекур)	Rap (Рэп)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Smoke	Перекур	Rap	Рэп
102	1	1	Что является главным источником пищи для UI дизайнера?	What is the main food source for a UI designer?	Flexbox (Гибкие макеты)	Solving puzzles (Сборкой головоломок)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Flexbox	Гибкие макеты	Solving puzzles	Сборкой головоломок
103	1	1	Как называется область на экране, где вы можете создавать и редактировать свой веб-сайт?	What is the name of the area on the screen where you can create and edit your website?	Canvas (Канваc)	Artboard (Монтажная область)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Canvas	Канваc	Artboard	Монтажная область
104	1	1	Что такое абсолютное позиционирование?	What is absolute positioning?	Absolute positioning (Абсолютное)	Static positioning (Статическое позиционирование)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Absolute positioning	Абсолютное	Static positioning	Статическое позиционирование
105	1	1	Как называется процесс размещения элемента внутри другого элемента?	What is the process of placing an element inside another element called?	Nesting (Вложение)	Stacking (Укладка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Nesting	Вложение	Stacking	Укладка
106	1	1	Что такое дочерний элемент?	What is a child element?	Child element (Дочерний элемент)	Parent element (Родительский элемент)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Child element	Дочерний элемент	Parent element	Родительский элемент
107	1	1	Какой термин описывает автоматическое позиционирование элементов в колонки и строки?	Which term describes the automatic positioning of elements in columns and rows?	Auto positioning (Автопозиционирование)	Flexbox (Флексбокс)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Auto positioning	Автопозиционирование	Flexbox	Флексбокс
108	1	1	Чему служит функция "fitContent()" в Framer?	What is the purpose of the "fitContent()" function in Framer?	To size the element based on its content (Auto height)	To center the element (Чтобы центрировать элемент)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	To size the element based on its content	Auto height	To center the element	Чтобы центрировать элемент
109	1	1	Какой термин описывает заполнение родительского элемента всем доступным пространством?	Which term describes filling the parent element with all available space?	Fill parent (Заполнить)	Flex-grow (Flex-расти)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Fill parent	Заполнить	Flex-grow	Flex-расти
110	1	1	Как называется пропорциональное изменение размера элемента соответственно изменению размера родительского элемента?	What is called proportional resizing of an element according to the resizing of the parent element?	Relative sizing (Относительный размер)	Fixed sizing (Фиксированный размер)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Relative sizing	Относительный размер	Fixed sizing	Фиксированный размер
111	1	1	Что такое пользовательский интерфейс (user interface)?	What is a user interface?	Interface that allows users to interact with a system (UI)	Interface that is hard to use (Интерфейс, которым сложно пользоваться)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Interface that allows users to interact with a system	UI	Interface that is hard to use	Интерфейс, которым сложно пользоваться
112	1	1	Какой термин описывает распространение общих параметров от родителя к дочерним элементам?	Which term describes the propagation of shared parameters from parent to child elements?	Propagating (Распространение)	Cloning (Клонирование)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Propagating	Распространение	Cloning	Клонирование
113	1	1	Как называется панель, на которой располагаются инструменты для редактирования элементов в Framer? 	What is the name of the panel	Toolbar (Панель)	Тулбар (Panel)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Toolbar	Панель	Panel	Тулбар
114	1	1	Что такое курсор в графическом редакторе?	What is a cursor in a graphics editor?	Cursor (Курсор)	Pointer (Указатель)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Cursor	Курсор	Pointer	Указатель
115	1	1	Как называется способ изменения размера элемента путем изменения его ширины или высоты?	What is the name of the way to resize an element by changing its width or height?	Resizing (Размер)	Scaling (Масштабирование)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Resizing	Размер	Scaling	Масштабирование
116	1	1	Что такое группировка (grouping) элементов в Framer?	What is grouping of elements in Framer?	Combining multiple elements into a single entity (Группировка)	Aligning elements (Выравнивание элементов)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Combining multiple elements into a single entity	Группировка	Aligning elements	Выравнивание элементов
117	1	1	Как называется инструмент для выделения и вырезания части изображения?	What is the name of the tool for selecting and cutting out a part of an image?	Crop tool (Обрезка)	Selection tool (Инструмент выделения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Crop tool	Обрезка	Selection tool	Инструмент выделения
118	1	1	Что такое макет (layout) в веб-дизайне?	What is a layout in web design?	Arrangement of elements on a webpage (Макет)	Color scheme (Цветовая схема)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Arrangement of elements on a webpage	Макет	Color scheme	Цветовая схема
119	1	1	Как называется изменение цвета элемента, если указатель мыши находится над ним?	What is the name for changing the color of an element when the mouse pointer is over it?	Hover effect (Ховер)	Focus effect (Эффект фокусировки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Hover effect	Ховер	Focus effect	Эффект фокусировки
120	1	1	Что такое шрифт (font) в графическом дизайне?	What is a font in graphic design?	Style of letters and characters (Шрифт)	Typography (Типография)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Style of letters and characters	Шрифт	Typography	Типография
121	1	1	Как называется инструмент для рисования прямоугольника или круга?	What is the name of the tool for drawing a rectangle or circle?	Shape tool (Инструмент)	Paintbrush (Кисть)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Shape tool	Инструмент	Paintbrush	Кисть
122	1	1	Что такое рамка (border) элемента в веб-дизайне?	What is a border element in web design?	Outline around the element (Рамка)	Shadow (Тень)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Outline around the element	Рамка	Shadow	Тень
123	1	1	Как называется расстояние между элементами на веб-странице?	What is the spacing between elements on a web page called?	Spacing (Промежуток)	Margin (Допуск)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Spacing	Промежуток	Margin	Допуск
124	1	1	Что такое фон (background) элемента в веб-дизайне?	What is the background of an element in web design?	The visual layer behind the content (Фон)	Foreground (Передний план)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	The visual layer behind the content	Фон	Foreground	Передний план
125	1	1	Как называется набор предопределенных стилей для элементов в Framer?	What is the name of the set of predefined styles for elements in Framer?	Template (Шаблон)	Layout (Макет)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Template	Шаблон	Layout	Макет
126	1	1	Что такое выравнивание элементов в Framer?	What is element alignment in Framer?	Positioning elements in relation to each other (Выравнивание)	Rotation (Вращение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Positioning elements in relation to each other	Выравнивание	Rotation	Вращение
127	1	1	Как называется выбор цвета из палитры в графическом редакторе?	What is the name of choosing a color from a palette in a graphical editor?	Color picker (Палитра)	Fill tool (Инструмент заливки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Color picker	Палитра	Fill tool	Инструмент заливки
128	1	1	Что такое тень (shadow) элемента в веб-дизайне?	What is an element's shadow in web design?	A visual effect indicating depth or elevation (Тень)	Blur effect (Эффект размытия)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A visual effect indicating depth or elevation	Тень	Blur effect	Эффект размытия
129	1	1	Как называется функция плавного изменения значений свойств элемента?	What is the name of the function of smoothly changing the values of the properties of an element?	Transition (Анимация)	Transform (Трансформировать)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Transition	Анимация	Transform	Трансформировать
130	1	1	Что такое прозрачность (opacity) элемента в веб-дизайне?	What is element transparency in web design?	Degree of transparency (Прозрачность)	Visibility (Видимость)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Degree of transparency	Прозрачность	Visibility	Видимость
131	1	1	Как называется способ поворота элемента в Framer?	What is the name of the way to rotate an element in a Framer?	Rotation (Поворот)	Scaling (Масштабирование)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Rotation	Поворот	Scaling	Масштабирование
132	1	1	Что такое границы (margins) элемента в веб-дизайне?	What are element margins in web design?	Space between the element and its surroundings (Границы)	Padding (Прокладка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Space between the element and its surroundings	Границы	Padding	Прокладка
133	1	1	Как называется способ выделения нескольких элементов одновременно?	What is the name of the way to select several elements at the same time?	Multiple selection (Мультивыделение)	Single selection (Одиночный выбор)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Multiple selection	Мультивыделение	Single selection	Одиночный выбор
134	1	1	Что такое выступление (outline) элемента в веб-дизайне?	What is an element's outline in web design?	Visible border around the element (Выступление)	Drop shadow (Тень)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Visible border around the element	Выступление	Drop shadow	Тень
135	1	1	Как называется процесс вставки изображения в Framer?	What is the name of the process of inserting an image into Framer?	Image insertion (Вставка изображения)	Image upload (Загрузка изображения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Image insertion	Вставка изображения	Image upload	Загрузка изображения
136	1	1	Что такое отступы (padding) элемента в веб-дизайне?	What is padding on an element in web design?	Space between the element's content and its border (Отступ)	Margin (Допуск)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Space between the element's content and its border	Отступ	Margin	Допуск
137	1	1	Как называется инструмент для выбора цвета в графическом редакторе?	What is the name of the color selection tool in the graphics editor?	Eyedropper tool (Пипетка)	Brush tool (Зубная щетка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Eyedropper tool	Пипетка	Brush tool	Зубная щетка
138	1	1	Что такое ширина (width) элемента в веб-дизайне?	What is the width of an element in web design?	Horizontal measurement of the element (Ширина)	Height (Высота)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Horizontal measurement of the element	Ширина	Height	Высота
139	1	1	Как называется стиль, применяемый к элементу при нажатии?	What is the name of the style applied to an element when clicked?	Active state (Активное состояние)	Hover state (Состояние наведения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Active state	Активное состояние	Hover state	Состояние наведения
140	1	1	Что такое контрастность (contrast) в графическом дизайне?	What is contrast in graphic design?	Difference between light and dark areas (Контрастность)	Blur effect (Эффект размытия)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Difference between light and dark areas	Контрастность	Blur effect	Эффект размытия
141	1	1	Как называется набор предопределенных цветовых схем в Framer?	What is the name of the set of predefined color schemes in Framer?	Color palette (Палитра)	Gradient (Градиент)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Color palette	Палитра	Gradient	Градиент
142	1	1	Что такое выравнивание по центру (center alignment) элемента в Framer?	What is the center alignment of an element in a Framer?	Aligning the element to the center (Выравнивание по центру)	Justify alignment (Обоснуйте выравнивание)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Aligning the element to the center	Выравнивание по центру	Justify alignment	Обоснуйте выравнивание
143	1	1	Как называется инструмент для рисования свободной кривой?	What is the name of the free curve drawing tool?	Pen tool (Перо)	Fill tool (Инструмент заливки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Pen tool	Перо	Fill tool	Инструмент заливки
144	1	1	Что такое масштабирование (scaling) элемента в веб-дизайне?	What is element scaling in web design?	Changing the size of the element proportionally (Масштабирование)	Rotation (Вращение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Changing the size of the element proportionally	Масштабирование	Rotation	Вращение
145	1	1	Как называется функция для повторного использования стилей в Framer?	What is the name of the function for reusing styles in Framer?	Component (Компонент)	Class (Сорт)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Component	Компонент	Class	Сорт
146	1	1	Что такое прозрачный фон (transparent background) в графическом дизайне?	What is a transparent background in graphic design?	Background with no visible color or pattern (Прозрачный фон)	Image background (Фон изображения)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Background with no visible color or pattern	Прозрачный фон	Image background	Фон изображения
147	1	1	Как называется сетка (grid) в веб-дизайне?	What is a grid called in web design?	A system of horizontal and vertical lines (Сетка)	Masking (Маскировка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A system of horizontal and vertical lines	Сетка	Masking	Маскировка
148	1	1	Что такое CSS в веб-дизайне?	What is CSS in web design?	Cascading Style Sheets (СSS)	HTML (HTML)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Cascading Style Sheets	СSS	HTML	HTML
149	1	1	Как называется инструмент для рисования линии?	What is the name of the line drawing tool?	Line tool (Линия)	Pencil tool (Карандаш)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Line tool	Линия	Pencil tool	Карандаш
150	1	1	Что такое библиотека (library) в Framer?	What is a library in Framer?	A collection of reusable design elements (Библиотека)	Settings panel (Панель настроек)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A collection of reusable design elements	Библиотека	Settings panel	Панель настроек
151	1	1	Как называется функция для изменения порядка слоев элементов?	What is the name of the function to change the order of layers of elements?	Layering (Слои)	Grouping (Группировка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Layering	Слои	Grouping	Группировка
152	1	1	Что такое пиксель (pixel) в графическом дизайне?	What is a pixel in graphic design?	Smallest unit of a digital image (Пиксель)	Vector (Вектор)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Smallest unit of a digital image	Пиксель	Vector	Вектор
153	1	1	Как называется процесс изменения прозрачности элемента в Framer?	What is the process of changing the transparency of an element in Framer called?	Opacity (Прозрачность)	Visibility (Видимость)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Opacity	Прозрачность	Visibility	Видимость
154	1	1	Что такое градиент (gradient) в графическом дизайне?	What is a gradient in graphic design?	Smooth transition between colors (Градиент)	Pattern (Шаблон)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Smooth transition between colors	Градиент	Pattern	Шаблон
155	1	1	Как называется инструмент для рисования эллипса или окружности?	What is the name of the tool for drawing an ellipse or circle?	Ellipse tool (Эллипс)	Rectangle tool (Инструмент «Прямоугольник»)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Ellipse tool	Эллипс	Rectangle tool	Инструмент «Прямоугольник»
156	1	1	Что такое адаптивный дизайн (adaptive design) в веб-дизайне?	What is adaptive design in web design?	Design that adjusts to different screen sizes (Адаптивный дизайн)	Fixed layout (Фиксированная раскладка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Design that adjusts to different screen sizes	Адаптивный дизайн	Fixed layout	Фиксированная раскладка
157	1	1	Как называется способ редактирования текстового содержимого элемента в Framer?	What is the name of the way to edit the text content of an element in a Framer?	Text editing (Редактирование текста)	Text formatting (Форматирование текста)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Text editing	Редактирование текста	Text formatting	Форматирование текста
158	1	1	Что такое выравнивание по вертикали (vertical alignment) элемента в Framer?	What is the vertical alignment of an element in a Framer?	Aligning the element vertically (Выравнивание по вертикали)	Aligning the element to the left (Выравнивание элемента по левому краю)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Aligning the element vertically	Выравнивание по вертикали	Aligning the element to the left	Выравнивание элемента по левому краю
159	1	1	Как называется кнопка для отмены последнего действия в графическом редакторе?	What is the name of the button to undo the last action in the graphical editor?	Undo button (Отменить)	Redo button (Кнопка «Повторить»)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Undo button	Отменить	Redo button	Кнопка «Повторить»
160	1	1	Что такое границы (borders) в графическом дизайне?	What are borders in graphic design?	Lines around the edge of an element (Границы)	Filters (Фильтры)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Lines around the edge of an element	Границы	Filters	Фильтры
161	1	1	Как называется инструмент для выделения области изображения?	What is the name of the selection tool?	Marquee tool (Выделение)	Eraser tool (Ластик)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Marquee tool	Выделение	Eraser tool	Ластик
162	1	1	Что такое применение стилей (applying styles) к элементам в Framer?	What is applying styles to elements in Framer?	Setting visual properties of elements (Применение стилей)	Composing elements (Составляющие элементы)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Setting visual properties of elements	Применение стилей	Composing elements	Составляющие элементы
163	1	1	Как называется инструмент для рисования полигона или ломаной?	What is the name of the tool for drawing a polygon or polyline?	Polygon tool (Полигон)	Fill tool (Инструмент заливки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Polygon tool	Полигон	Fill tool	Инструмент заливки
164	1	1	Что такое дистанцирование (spacing) элементов в веб-дизайне?	What is element spacing in web design?	Arrangement of space between elements (Дистанцирование)	Masking (Маскировка)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Arrangement of space between elements	Дистанцирование	Masking	Маскировка
165	1	1	Как называется способ изменения цвета заливки элемента в Framer?	What is the name of the way to change the fill color of an element in Framer?	Fill color (Заливка)	Stroke color (Цвет обводки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Fill color	Заливка	Stroke color	Цвет обводки
166	1	1	Что такое репозиторий (repository) в Framer?	What is a repository in Framer?	Storage for project files and version control (Репозиторий)	Component library (Библиотека компонентов)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Storage for project files and version control	Репозиторий	Component library	Библиотека компонентов
167	1	1	Как называется инструмент для выделения области с перетаскиванием?	What is the drag and drop selection tool called?	Lasso tool (Выделение)	Crop tool (Инструмент для обрезки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Lasso tool	Выделение	Crop tool	Инструмент для обрезки
168	1	1	Что такое заголовок (heading) в веб-дизайне?	What is a heading in web design?	Text element that indicates the topic or section (Заголовок)	Paragraph (Параграф)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Text element that indicates the topic or section	Заголовок	Paragraph	Параграф
169	1	1	Как называется функция позволяющая анимировать элементы в Framer?	What is the name of the function that allows you to animate elements in Framer?	Animation (Анимация)	Transition (Переход)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Animation	Анимация	Transition	Переход
170	1	1	Что такое приманка (placeholder) в графическом дизайне?	What is a placeholder in graphic design?	Temporary text or image placeholder (Затычка)	Real content (Реальный контент)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Temporary text or image placeholder	Затычка	Real content	Реальный контент
171	1	1	Как называется способ изменения масштаба элемента в Framer?	What is the name of the way to change the scale of an element in a Framer?	Zooming (Масштабирование)	Rotation (Вращение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Zooming	Масштабирование	Rotation	Вращение
172	1	1	Что такое холст (canvas) в графическом дизайне?	What is canvas in graphic design?	Area where you create and edit a design (Холст)	Workspace (Рабочая среда)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Area where you create and edit a design	Холст	Workspace	Рабочая среда
173	1	1	Что такое интерактивность (interactivity) в веб-дизайне?	What is interactivity in web design?	Ability for users to interact with elements (Интерактивность)	Static layout (Статический макет)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Ability for users to interact with elements	Интерактивность	Static layout	Статический макет
174	1	1	Как называется функция для создания анимации пути движения элемента в Framer?	What is the name of the function to animate the motion path of an element in a Framer?	Path animation (Анимация пути)	Fade animation (Анимация затухания)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Path animation	Анимация пути	Fade animation	Анимация затухания
175	1	1	Что такое медиа-запрос (media query) в адаптивном дизайне?	What is a media query in responsive design?	Condition for applying specific styles based on device characteristics (Медиа-запрос)	Transition effect (Эффект перехода)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Condition for applying specific styles based on device characteristics	Медиа-запрос	Transition effect	Эффект перехода
176	1	1	Как называется процесс изменения позиции элемента во времени в Framer?	What is the name of the process of changing the position of an element in time in a Framer?	Animation keyframes (Ключевые кадры)	Layout update (Обновление макета)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Animation keyframes	Ключевые кадры	Layout update	Обновление макета
177	1	1	Что такое полупрозрачность (translucency) в графическом дизайне?	What is translucency in graphic design?	Partial transparency (Полупрозрачность)	Faded effect (Выцветший эффект)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Partial transparency	Полупрозрачность	Faded effect	Выцветший эффект
178	1	1	Как называется инструмент для изменения формы элемента в графическом редакторе?	What is the name of the tool for changing the shape of an element in a graphical editor?	Pen tool (Перо)	Crop tool (Инструмент для обрезки)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Pen tool	Перо	Crop tool	Инструмент для обрезки
179	1	1	Что такое функция ease-in-out в анимации в Framer?	What is ease-in-out function in framer animation?	Smooth acceleration and deceleration (Ease-in-out)	Linear speed (Линейная скорость)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Smooth acceleration and deceleration	Ease-in-out	Linear speed	Линейная скорость
180	1	1	Как называется техника веб-дизайна	What is the web design technique called?	Visual hierarchy (Визуальная иерархия)	Background focus (Фоновый фокус)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Visual hierarchy	Визуальная иерархия	Background focus	Фоновый фокус
181	1	1	Что такое векторная графика (vector graphics) в графическом дизайне?	What is vector graphics in graphic design?	Graphics created using mathematical equations (Векторная графика)	Raster graphics (Растровая графика)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Graphics created using mathematical equations	Векторная графика	Raster graphics	Растровая графика
182	1	1	Как называется способ вычисления и установки значения свойства элемента в Framer?	What is the name of the way to calculate and set the value of an element property in a Framer?	Variable calculation and assignment (Вычисление значения)	Static assignment (Статическое назначение)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Variable calculation and assignment	Вычисление значения	Static assignment	Статическое назначение
183	1	1	Что такое отражение (reflection) элемента в веб-дизайне?	What is element reflection in web design?	Mirror-like effect below the element (Отражение)	Blur effect (Эффект размытия)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Mirror-like effect below the element	Отражение	Blur effect	Эффект размытия
184	1	1	Как называется уровень прозрачностиб который позволяет увидеть содержимое нижележащего элемента?	What is the transparency level called, which allows you to see the content of the underlying element?	Opacity (Прозрачность)	Visibility (Видимость)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Opacity	Прозрачность	Visibility	Видимость
185	1	1	Что называется спрайт (Sprite) в графическом дизайне?	What is a sprite in graphic design?	A single graphic that contains multiple images or frames (Спрайт)	Icon (Икона)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	A single graphic that contains multiple images or frames	Спрайт	Icon	Икона
186	1	1	Как называется техника плавного перехода цвета от одного к другому?	What is the name of the technique of smooth transition of color from one to another?	Gradient (Градиент)	Blend (Смешивать)	лол	lol	youto.be	fsdhe	bla bla	13	13	13	423423	Gradient	Градиент	Blend	Смешивать
